BOROUGH,HOUSE,STREET,STREETON,RACKS,RACKTYPE,WORKTYPE,WORKDATE,X,Y
3,191,BEDFORD AV,1,Small,Install,5/3/2007,995945,200652
3,166,N 7 ST,7,Large,Install,5/3/2007,996002,200720
3,185,BEDFORD AV,1,Small,Install,5/3/2007,996002,200720
5,40,RICHMOND TE,1,Small,Install,5/3/2007,962952,173829
3,485,ATLANTIC AV,,1,Small,Install,5/9/2007,989338,189198
3,66,WATER ST,,2,Large,Install,5/16/2007,986619,195427
3,180,7 AV,,1,Small,Install,5/16/2007,990177,184037
3,480,6 AV,,1,Small,Install,5/16/2007,988315,182139
3,84,BROADWAY,,1,Small,Install,5/16/2007,993725,197995
3,60,BROADWAY,,4,Large,Install,5/16/2007,993596,198060
2,2838,3 AV,,1,Large,Install,5/24/2007,1007121,236461
2,420,WESTCHESTER AV,,2,Small,Install,5/24/2007,1007315,236615
2,422,WESTCHESTER AV,,1,Small,Install,5/24/2007,1007315,236615
2,555,BERGEN AV,,2,Small,Install,5/24/2007,1007315,236615
2,2910,3 AV,,1,Small,Install,5/24/2007,1007566,236962
2,2914,3 AV,,1,Small,Install,5/24/2007,1007652,236966
2,3000,3 AV,,1,Small,Install,5/24/2007,1008171,237578
2,3006,3 AV,,2,Small,Install,5/24/2007,1008317,237805
2,3012,3 AV,,2,Small,Install,5/24/2007,1008317,237805
2,3036,3 AV,,1,Small,Install,5/24/2007,1008317,237805
2,2917,3 AV,E 151 ST,1,Small,Install,5/24/2007,1007460,237091
2,4782,3 AV,,2,Small,Install,5/24/2007,1014670,252689
2,2532,GRAND CONC,,2,Small,Install,5/24/2007,1013082,253884
2,105,FATHER ZEISER PL,,2,Small,Install,5/24/2007,1010711,254234
2,2175,WESTCHESTER AV,,1,Small,Install,5/24/2007,1025133,243349
2,22,WESTCHESTER SQ,,1,Small,Install,5/24/2007,1027478,245618
2,1621,EASTCHESTER RD,,2,Small,Install,5/24/2007,1026975,247286
2,5525,BROADWAY,,1,Large,Install,5/24/2007,1010216,259039
2,404,E 149 ST,,1,Small,Install,5/30/2007,1007121,236461
2,423,E 149 ST,,1,Small,Install,5/30/2007,1007315,236615
2,425,E 149 ST,,1,Small,Install,5/30/2007,1007315,236615
2,356,E 149 ST,COURTLANDT AV 1,,Small,Install,5/30/2007,1006551,236631
2,360,E 149 ST,,2,Small,Install,5/30/2007,1006648,236641
2,370,E 149 ST,,2,Small,Install,5/30/2007,1006731,236613
2,392,E 149 ST,,2,Small,Install,5/30/2007,1006847,236591
2,355,E 149 ST,,1,Small,Install,5/30/2007,1006640,236889
2,557,MELROSE AV,,1,Small,Install,5/30/2007,1006923,236739
2,371,E 149 ST,,1,Small,Install,5/30/2007,1006790,236785
2,369,E 149 ST,,1,Small,Install,5/30/2007,1006743,236801
2,363,E 149 ST,1,Small,Install,5/30/2007,1006708,236813
2,280,E 149 ST,1,Small,Install,5/30/2007,1005738,236950
2,282,E 149 ST,2,Small,Install,5/30/2007,1005757,236886
2,296,E 149 ST,1,Small,Install,5/30/2007,1005905,236894
2,300,E 149 ST,1,Small,Install,5/30/2007,1005964,236874
2,308,E 149 ST,1,Small,Install,5/30/2007,1006011,236858
2,326,E 149 ST,1,Small,Install,5/30/2007,1006196,236738
2,332,E 149 ST,3,Small,Install,5/30/2007,1006284,236766
2,271,E 149 ST,1,Small,Install,5/30/2007,1005720,237119
2,273,E 149 ST,1,Small,Install,5/30/2007,1005720,237119
2,329,E 149 ST,1,Small,Install,5/30/2007,1006313,237000
2,323,E 149 ST,1,Small,Install,5/30/2007,1006224,236976
2,281,E 149 ST,1,Small,Install,5/30/2007,1005833,237107
2,225,E 149 ST,1,Small,Install,5/30/2007,1005349,237348
2,227,E 149 ST,1,Small,Install,5/30/2007,1005349,237348
2,229,E 149 ST,2,Small,Install,5/30/2007,1005349,237348
2,231,E 149 ST,3,Small,Install,5/30/2007,1005349,237348
2,237,E 149 ST,4,Small,Install,5/30/2007,1005349,237348
2,241,E 149 ST,1,Small,Install,5/30/2007,1005349,237348
2,243,E 149 ST,3,Small,Install,5/30/2007,1005349,237348
2,249,E 149 ST,3,Small,Install,5/30/2007,1005349,237348
2,253,E 149 ST,1,Small,Install,5/30/2007,1005349,237348
2,305,E 161 ST,1,Large,Install,5/30/2007,1007231,240042
2,305,E 161 ST,1,Small,Install,5/30/2007,1007231,240042
2,522,MORRIS AV,2,Small,Install,6/6/2007,1005632,236866
2,524,MORRIS AV,3,Small,Install,6/6/2007,1005632,236866
2,526,MORRIS AV,3,Small,Install,6/6/2007,1005632,236866
2,528,MORRIS AV,2,Small,Install,6/6/2007,1005655,236931
2,616,MELROSE AV,2,Small,Install,6/6/2007,1007299,237176
2,624,MELROSE AV,1,Small,Install,6/6/2007,1007301,237297
2,626,MELROSE AV,1,Small,Install,6/6/2007,1007301,237297
2,640,MELROSE AV,1,Small,Install,6/6/2007,1007363,237442
2,650,MELROSE AV,1,Small,Install,6/6/2007,1007384,237542
2,621,MELROSE AV,1,Small,Install,6/6/2007,1007146,237346
2,663,MELROSE AV,1,Small,Install,6/6/2007,1007290,237573
2,645,MELROSE AV,,1,Small,Install,6/6/2007,1007257,237476
1,155,CHURCH ST,,2,Large,Install,6/21/2007,982035,199589
1,112,WHITE ST,,1,Small,Install,6/21/2007,984004,200567
1,443,GREENWICH ST,,2,Small,Install,6/21/2007,981722,202707
1,186,SPRING ST,,3,Small,Install,6/21/2007,983417,203355
1,202,SPRING ST,,1,Small,Install,6/21/2007,983241,203457
1,530,BROADWAY,SPRING ST,1,Small,Install,6/21/2007,984684,202697
1,125,SULLIVAN ST,,1,Small,Install,6/21/2007,983615,203871
1,100,SULLIVAN ST,,2,Large,Install,6/21/2007,983324,203663
1,511,CANAL ST,,1,Small,Install,6/21/2007,981807,203287
1,38,RENWICK ST,,2,Small,Install,6/21/2007,981968,203571
1,515,CANAL ST,,1,Small,Install,6/21/2007,981757,203374
1,490,GREENWICH ST,,1,Small,Install,6/21/2007,981634,203595
1,500,GREENWICH ST,,1,Small,Install,6/21/2007,981634,203595
1,330,SPRING ST,,1,Large,Install,6/21/2007,981565,203708
1,325,SPRING ST,,1,Large,Install,6/21/2007,981684,204321
1,315,SPRING ST,,1,Small,Install,6/21/2007,981833,203842
1,520,5 AV,,2,Large,Install,6/21/2007,989617,214152
1,111,FRANKLIN ST,,1,Small,Install,7/11/2007,982562,201003
1,170,2 AV,,2,Large,Install,7/11/2007,988095,205268
1,85,KENMARE ST,,1,Large,Install,7/11/2007,985153,202110
1,97,KENMARE ST,,2,Large,Install,7/11/2007,985052,202130
1,214,LAFAYETTE ST,,2,Large,Install,7/11/2007,984836,202275
1,106,KENMARE ST,,2,Small,Install,7/11/2007,984869,202024
1,610,BROADWAY,,5,Small,Install,7/11/2007,985325,203615
1,1,E 8 ST,,2,Small,Install,7/11/2007,985450,206093
1,116,W 23 ST,,3,Large,Install,7/11/2007,986032,209865
1,100,W 23 ST,,1,Large,Install,7/11/2007,986146,209921
1,127,W 26 ST,,1,Small,Install,7/11/2007,986331,210881
1,60,W 23 ST,,2,Large,Install,7/11/2007,986340,209713
1,53,W 23 ST,,1,Large,Install,7/11/2007,986641,209885
1,750,AV OF THE AMERICAS,,1,Small,Install,7/11/2007,986530,210233
1,55,W 26 ST,,3,Small,Install,7/11/2007,986811,210673
1,776,AV OF THE AMERICAS,,1,Large,Install,7/11/2007,986811,210673
1,546,3 AV,,1,Large,Install,7/11/2007,990533,211545
1,550,3 AV,,1,Small,Install,7/11/2007,990546,211589
1,560,3 AV,,1,Large,Install,7/11/2007,990661,211825
1,576,3 AV,,1,Large,Install,7/11/2007,990661,211825
1,300,E 41 ST,,2,Large,Install,7/11/2007,991860,212130
1,1153,1 AV,,1,Large,Install,7/11/2007,995243,217113
1,365,BROADWAY,,3,Large,Install,7/18/2007,983199,200761
1,401,BROADWAY,,1,Large,Install,7/18/2007,983478,201192
1,401,BROADWAY,,2,Small,Install,7/18/2007,983478,201192
1,453,BROADWAY,,1,Small,Install,7/18/2007,983875,201857
1,449,BROADWAY,,1,Small,Install,7/18/2007,983854,201825
1,202,LAFAYETTE ST,,3,Large,Install,7/18/2007,984727,202110
1,199,LAFAYETTE ST,,2,Large,Install,7/18/2007,984869,202024
1,518,BROADWAY,,1,Small,Install,7/18/2007,984577,202527
1,524,BROADWAY,,1,Small,Install,7/18/2007,984673,202571
1,525,BROADWAY,,3,Small,Install,7/18/2007,984481,202699
1,527,BROADWAY,,2,Small,Install,7/18/2007,984481,202699
1,560,BROADWAY,,1,Large,Install,7/18/2007,984944,203000
1,568,BROADWAY,,1,Large,Install,7/18/2007,985026,203137
1,568,BROADWAY,,2,Small,Install,7/18/2007,985026,203137
1,575,BROADWAY,PRINCE ST,1,Large,Install,7/18/2007,984786,203272
1,475,W 57 ST,,2,Large,Install,7/18/2007,987532,219533
1,1326,3 AV,,1,Large,Install,7/18/2007,995585,220624
1,1732,2 AV,,2,Large,Install,7/18/2007,998226,223609
1,157,MANHATTAN AV,,1,Small,Install,7/18/2007,995018,230619
1,161,MANHATTAN AV,,1,Large,Install,7/18/2007,995037,230653
1,308,W 119 ST,,1,Small,Install,7/18/2007,996725,233054
1,309,W 118 ST,,1,Small,Install,7/18/2007,996725,233054
1,170,2 AV,,1,Small,Install,7/21/2007,988095,205268
1,100,GOLD ST,,2,Small,Install,7/27/2007,983351,197988
1,199,CHAMBERS ST,,1,Large,Install,7/27/2007,980925,200884
1,151,WEST BROADWAY,,1,Small,Install,7/27/2007,982182,200540
1,40,WORTH ST,,2,Small,Install,7/27/2007,982305,200515
1,16,W 23 ST,,2,Large,Install,7/27/2007,986895,209464
1,358,W 44 ST,,2,Large,Install,7/27/2007,986616,215978
1,305,W 44 ST,,1,Small,Install,7/27/2007,987291,215748
1,433,AMSTERDAM AV,,1,Large,Install,7/27/2007,990540,224976
1,19,E 103 ST,,1,Large,Install,7/27/2007,997699,227937
1,334,E 108 ST,,2,Small,Install,7/27/2007,1000649,227383
5,3846,RICHMOND AV,,1,Small,Install,7/28/2007,938321,137461
5,836,HUGUENOT AV,,1,Small,Install,7/28/2007,930558,133861
5,27,BOWER CT NELSON AV,,1,Small,Install,7/28/2007,924630,140101
5,94,HANCOCK ST,,2,Small,Install,7/30/2007,957532,153637
5,453,FATHER CAPODANNO BL,,2,Large,Install,7/30/2007,964708,153118
5,15,NELSON AV,,1,Small,Install,7/30/2007,942283,139975
1,199,LAFAYETTE ST,,1,Small,Install,8/15/2007,984869,202024
1,130,BLEECKER ST,,2,Large,Install,8/15/2007,984600,204354
1,147,COLUMBUS AV,,2,Small,Install,8/15/2007,989501,221130
1,77,W 66 ST,,2,Large,Install,8/15/2007,989644,221109
1,47,W 66 ST,,1,Large,Install,8/15/2007,989886,220917
1,149,COLUMBUS AV,,2,Small,Install,8/15/2007,989550,221219
3,94,ATLANTIC AV,,2,Small,Install,8/15/2007,985134,190899
3,94,ATLANTIC AV ATLANTIC AV,,1,Small,Install,8/15/2007,985134,190899
3,250,BALTIC ST BALTIC ST,,2,Small,Install,8/15/2007,985702,189246
3,518,HENRY ST UNION ST,,1,Small,Install,8/15/2007,984266,188348
3,520,HENRY ST UNION ST,,2,Small,Install,8/15/2007,984247,188272
3,192,UNION ST UNION ST,,1,Small,Install,8/15/2007,984343,188214
3,463,COURT ST COURT ST,,1,Large,Install,8/15/2007,984765,185997
3,457,COURT ST COURT ST,,1,Large,Install,8/15/2007,984809,186036
3,7,9 ST,,1,Large,Install,8/15/2007,984960,185103
3,783,UNION ST,,1,Large,Install,8/15/2007,990255,185509
3,702,UNION ST,,2,Large,Install,8/15/2007,989761,185569
3,357,9 ST,,4,Large,Install,8/15/2007,988584,182845
3,525,DEAN ST,,1,Small,Install,8/15/2007,991801,187547
3,509,DEAN ST,,1,Large,Install,8/15/2007,991663,187585
3,560,VANDERBILT AV,,2,Large,Install,8/15/2007,993009,186990
3,568,VANDERBILT AV,,1,Large,Install,8/15/2007,992990,186908
3,593,VANDERBILT AV,,2,Small,Install,8/15/2007,993189,186929
3,587,VANDERBILT AV,,1,Small,Install,8/15/2007,993182,187000
3,524,BERGEN ST,,1,Large,Install,8/15/2007,991734,187070
3,638,BERGEN ST,,1,Small,Install,8/15/2007,992987,186757
3,584,VANDERBILT AV,,1,Small,Install,8/15/2007,992921,186667
3,594,VANDERBILT AV,,1,Small,Install,8/15/2007,992901,186559
3,623,VANDERBILT AV,,1,Small,Install,8/15/2007,993069,186508
3,619,VANDERBILT AV,,1,Small,Install,8/15/2007,993081,186549
3,615,VANDERBILT AV,,1,Small,Install,8/15/2007,993096,186607
3,609,VANDERBILT AV,,1,Small,Install,8/15/2007,993113,186668
3,204,ST MARK'S AV,,1,Small,Install,8/15/2007,992660,186473
3,218,ST MARK'S AV,,1,Small,Install,8/15/2007,992800,186435
3,608,VANDERBILT AV,,1,Small,Install,8/15/2007,992844,186376
3,620,VANDERBILT AV,,1,Small,Install,8/15/2007,992851,186257
3,637,VANDERBILT AV,,1,Large,Install,8/15/2007,993004,186288
3,637,VANDERBILT AV,,1,Small,Install,8/15/2007,993004,186288
3,629,VANDERBILT AV,,2,Large,Install,8/15/2007,993028,186374
3,645,VANDERBILT AV,,1,Small,Install,8/15/2007,992978,186192
3,622,VANDERBILT AV,,1,Small,Install,8/15/2007,992796,186149
3,632,VANDERBILT AV,,2,Small,Install,8/15/2007,992735,185988
3,646,VANDERBILT AV,,1,Small,Install,8/15/2007,992735,185988
3,646,VANDERBILT AV,PARK PL,1,Small,Install,8/15/2007,992735,185988
3,667,VANDERBILT AV,,1,Small,Install,8/15/2007,992915,185902
3,665,VANDERBILT AV,,1,Small,Install,8/15/2007,992921,185924
3,661,VANDERBILT AV,,1,Small,Install,8/15/2007,992930,185956
3,651,VANDERBILT AV,,1,Small,Install,8/15/2007,992955,186046
3,655,VANDERBILT AV,,1,Small,Install,8/15/2007,992945,186010
3,681,VANDERBILT AV,,1,Small,Install,8/15/2007,992846,185654
3,679,VANDERBILT AV,,1,Small,Install,8/15/2007,992854,185681
1,216,E 7 ST,,1,Small,Install,8/26/2007,989867,203129
1,601,E 11 ST,,1,Small,Install,8/26/2007,990016,204317
1,250,BROADWAY,,1,Large,Install,9/26/2007,982083,199036
1,258,BROADWAY,,1,Large,Install,9/26/2007,982225,199293
1,253,BROADWAY,,1,Large,Install,9/26/2007,982195,199193
1,75,9 AV,,2,Large,Install,9/26/2007,982572,209808
1,75,9 AV,,1,Small,Install,9/26/2007,982572,209808
1,117,9 AV,,1,Small,Install,9/26/2007,982912,210192
1,121,9 AV,,1,Small,Install,9/26/2007,982912,210192
1,175,9 AV,,4,Small,Install,9/26/2007,983450,210697
1,185,9 AV,2,Small,Install,9/26/2007,983578,210859
1,195,9 AV,2,Small,Install,9/26/2007,983668,210972
1,197,9 AV,2,Small,Install,9/26/2007,983707,211116
1,205,9 AV,2,Small,Install,9/26/2007,983707,211116
1,400,W 23 ST,1,Large,Install,9/26/2007,983767,211196
1,58,9 AV,1,Small,Install,9/26/2007,982937,209333
1,56,9 AV,1,Small,Install,9/26/2007,982928,209318
1,66,9 AV,2,Small,Install,9/26/2007,982963,209381
1,76,9 AV,5,Small,Install,9/26/2007,983361,209374
1,110,9 AV,2,Small,Install,9/26/2007,983268,209935
1,112,9 AV,1,Small,Install,9/26/2007,983308,210006
1,120,9 AV,1,Small,Install,9/26/2007,983308,210006
1,124,9 AV,1,Small,Install,9/26/2007,983308,210006
1,130,9 AV,1,Small,Install,9/26/2007,983368,210152
1,132,9 AV,2,Small,Install,9/26/2007,983388,210168
1,364,W 19 ST,1,Small,Install,9/26/2007,983432,210267
1,138,9 AV,2,Small,Install,9/26/2007,983411,210230
1,136,9 AV,1,Small,Install,9/26/2007,983419,210204
1,150,9 AV,2,Small,Install,9/26/2007,983488,210367
1,152,9 AV,1,Small,Install,9/26/2007,983499,210387
1,162,9 AV,1,Small,Install,9/26/2007,983565,210395
1,156,9 AV,1,Small,Install,9/26/2007,983528,210421
1,164,9 AV,1,Small,Install,9/26/2007,983606,210582
1,168,9 AV,1,Small,Install,9/26/2007,983606,210582
1,170,9 AV,1,Small,Install,9/26/2007,983682,210648
1,174,9 AV,2,Small,Install,9/26/2007,983682,210648
1,188,9 AV,3,Small,Install,9/26/2007,983839,210861
1,182,9 AV,2,Small,Install,9/26/2007,983722,210796
1,200,9 AV,2,Small,Install,9/26/2007,983857,211017
1,202,9 AV,1,Small,Install,9/26/2007,983878,211033
1,204,9 AV,2,Small,Install,9/26/2007,983890,211055
1,368,W 23 ST,4,Small,Install,9/26/2007,983897,211141
1,520,8 AV,1,Small,Install,9/26/2007,986489,213838
1,251,W 51 ST,1,Large,Install,9/26/2007,988404,217220
1,245,W 51 ST,1,Small,Install,9/26/2007,988451,217194
1,746,9 AV,,1,Small,Install,9/26/2007,987442,217469
1,370,W 51 ST,,1,Large,Install,9/26/2007,987504,217581
1,370,W 51 ST,,1,Small,Install,9/26/2007,987504,217581
1,752,9 AV,,1,Small,Install,9/26/2007,987479,217535
1,750,9 AV,,1,Large,Install,9/26/2007,987467,217513
1,369,W 51 ST,,1,Large,Install,9/26/2007,987544,217652
1,1737,YORK AV,,2,Small,Install,9/26/2007,999410,223097
1,1755,YORK AV,,2,Large,Install,9/26/2007,999518,223296
4,79‐05,ROOSEVELT AV,,1,Small,Install,10/10/2007,1015707,211672
4,83‐23,ROOSEVELT AV,,1,Small,Install,10/10/2007,1016815,211827
4,83‐27,ROOSEVELT AV,,1,Small,Install,10/10/2007,1016815,211827
4,83‐27,ROOSEVELT AV,83 ST,1,Small,Install,10/10/2007,1016815,211827
4,79‐08,ROOSEVELT AV,,3,Small,Install,10/10/2007,1015751,211500
4,80‐10,ROOSEVELT AV,,1,Small,Install,10/10/2007,1016028,211538
4,80‐14,ROOSEVELT AV,,1,Small,Install,10/10/2007,1016066,211543
4,81‐16,ROOSEVELT AV,,1,Large,Install,10/10/2007,1016341,211603
4,82‐12,ROOSEVELT AV,,1,Large,Install,10/10/2007,1016559,211615
4,84‐18,ROOSEVELT AV,,1,Small,Install,10/10/2007,1017018,211715
4,35‐15,BELL BL,,1,Small,Install,10/10/2007,1047093,219364
4,36‐51,BELL BL,38 AV,1,Small,Install,10/10/2007,1047323,218736
4,41‐16,BELL BL,,1,Small,Install,10/10/2007,1047086,217325
4,41‐22,BELL BL,,1,Small,Install,10/10/2007,1047660,217273
4,39‐12,BELL BL,,1,Small,Install,10/10/2007,1047366,218010
4,39‐20,BELL BL,,1,Large,Install,10/10/2007,1047366,218010
4,40‐18,BELL BL,,1,Small,Install,10/10/2007,1047593,217600
4,38‐37,BELL BL,,1,Small,Install,10/10/2007,1047524,218299
4,38‐01,BELL BL,38 AV,1,Small,Install,10/10/2007,1047362,218598
4,42‐02,BELL BL,,1,Large,Install,10/10/2007,1047764,217147
4,42‐02,BELL BL,43 AV,1,Large,Install,10/10/2007,1047764,217147
4,42‐06,BELL BL,,1,Small,Install,10/10/2007,1047764,217147
4,42‐28,BELL BL,,1,Small,Install,10/10/2007,1047831,216957
4,43‐20,BELL BL,,1,Small,Install,10/10/2007,1047910,216531
4,40‐13,BELL BL,,1,Small,Install,10/10/2007,1047753,217677
4,40‐07,BELL BL,,1,Small,Install,10/10/2007,1047724,217731
4,41‐27,BELL BL,42 AV,1,Small,Install,10/10/2007,1047893,217284
4,41‐19,BELL BL,,1,Small,Install,10/10/2007,1047885,217366
4,41‐11,BELL BL,,1,Small,Install,10/10/2007,1047823,217468
4,42‐11,BELL BL,,1,Small,Install,10/10/2007,1047982,217101
4,42‐09,BELL BL,,1,Small,Install,10/10/2007,1047940,217143
4,42‐03,BELL BL,,1,Small,Install,10/10/2007,1047927,217192
4,43‐09,BELL BL,,1,Small,Install,10/10/2007,1048128,216632
4,10‐51,JACKSON AV,50 AV,1,Large,Install,10/18/2007,997264,209877
4,10‐64,JACKSON AV,,2,Large,Install,10/18/2007,997514,209806
4,10‐68,JACKSON AV,,1,Large,Install,10/18/2007,997514,209806
4,10‐76,JACKSON AV,,1,Large,Install,10/18/2007,997596,209866
4,10‐70,JACKSON AV,,1,Large,Install,10/18/2007,997558,209835
4,10‐91,JACKSON AV,,1,Small,Install,10/18/2007,997623,210074
4,10‐93,JACKSON AV,,2,Small,Install,10/18/2007,997623,210074
4,45‐30,23 ST,,3,Large,Install,10/18/2007,999257,211104
4,21‐57,45 RD,,1,Small,Install,10/18/2007,999305,211231
4,23‐01,45 RD,,1,Small,Install,10/18/2007,999426,211197
4,23‐20,JACKSON AV,,1,Large,Install,10/18/2007,999502,210994
4,23‐20,JACKSON AV,,2,Small,Install,10/18/2007,999502,210994
4,41‐24,40 ST,,2,Small,Install,10/18/2007,1005307,211268
4,41‐32,40 ST,,1,Small,Install,10/18/2007,1005295,211189
4,39‐45,43 AV,,1,Small,Install,10/18/2007,1005268,211009
4,44‐19,PURVIS ST,,1,Small,Install,10/18/2007,1000643,211419
4,28‐21,JACKSON AV,,1,Small,Install,10/18/2007,1001256,212094
4,28‐44,STEINWAY ST,,1,Small,Install,10/18/2007,1007849,217839
4,28‐46,STEINWAY ST,,1,Small,Install,10/18/2007,1007835,217815
4,28‐56,STEINWAY ST,,2,Small,Install,10/18/2007,1007731,217740
4,38‐11,30 AV,,1,Large,Install,10/18/2007,1007731,217740
4,42‐01,NORTHERN BL,,1,Small,Install,10/18/2007,1006191,213824
4,46‐01,BROADWAY,46 ST,1,Small,Install,10/18/2007,1008099,215035
4,74‐13,ROOSEVELT AV,,1,Large,Install,10/18/2007,1014495,211493
4,74‐13,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014495,211493
4,74‐15,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014495,211493
4,74‐19,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014495,211493
4,37‐67,75 ST,,2,Small,Install,10/18/2007,1014662,211518
4,75‐07,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014662,211518
4,75‐09,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014662,211518
4,76‐15,ROOSEVELT AV,,3,Small,Install,10/18/2007,1015010,211565
4,37‐63,76 ST,,1,Small,Install,10/18/2007,1014911,211551
4,76‐09,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014911,211551
4,78‐03,ROOSEVELT AV,,1,Small,Install,10/18/2007,1015448,211636
4,40‐07,75 ST,,1,Small,Install,10/18/2007,1014691,211322
4,75‐04,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014684,211372
4,75‐08,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014684,211372
4,75‐12,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014744,211380
4,75‐16,ROOSEVELT AV,,1,Small,Install,10/18/2007,1014784,211386
4,78‐14,ROOSEVELT AV,,1,Small,Install,10/18/2007,1015503,211439
4,249‐01,NORTHERN BL,,1,Large,Install,10/18/2007,1056751,219280
4,41‐15,45 ST,,1,Small,Install,10/24/2007,1006796,210997
4,33‐06,QUEENS BL,33 ST,1,Large,Install,10/24/2007,1003286,210420
4,33‐06,QUEENS BL,QUEENS BL,1,Large,Install,10/24/2007,1003286,210420
4,45‐35,VAN DAM ST,,2,Large,Install,10/24/2007,1002728,210071
4,25‐23,31 ST,,1,Small,Install,10/24/2007,1006910,219696
4,29‐13,23 AV,,1,Large,Install,10/24/2007,1008284,221624
4,29‐17,23 AV,,1,Large,Install,10/24/2007,1008308,221602
4,33‐39,80 ST,,1,Large,Install,10/24/2007,1015676,214122
4,35‐51,81 ST,,1,Large,Install,10/24/2007,1016099,212611
4,34‐12,113 ST,,1,Small,Install,10/24/2007,1024080,214925
4,102‐23,ROOSEVELT AV,,1,Small,Install,10/24/2007,1022197,212532
4,39‐06,104 ST,,2,Small,Install,10/24/2007,1022362,212814
4,103‐15,ROOSEVELT AV,,2,Small,Install,10/24/2007,1022407,212570
4,103‐17,ROOSEVELT AV,,1,Small,Install,10/24/2007,1022407,212570
4,103‐03,ROOSEVELT AV,,1,Large,Install,10/24/2007,1022331,212550
4,103‐05,ROOSEVELT AV,,1,Large,Install,10/24/2007,1022331,212550
4,102‐14,ROOSEVELT AV,,1,Small,Install,10/24/2007,1022142,212414
4,102‐16,ROOSEVELT AV,,1,Small,Install,10/24/2007,1022142,212414
4,102‐18,ROOSEVELT AV,,2,Small,Install,10/24/2007,1022142,212414
4,40‐16,NATIONAL ST,,2,Small,Install,10/24/2007,1022138,212324
4,40‐28,NATIONAL ST,,1,Small,Install,10/24/2007,1022131,212222
4,40‐30,NATIONAL ST,,1,Small,Install,10/24/2007,1022129,212173
4,40‐36,NATIONAL ST,,1,Small,Install,10/24/2007,1022096,212129
4,40‐40,NATIONAL ST,1,Small,Install,10/24/2007,1022097,212103
4,102‐03,41 AV,1,Small,Install,10/24/2007,1022096,212055
4,102‐02,ROOSEVELT AV,1,Small,Install,10/24/2007,1021954,212376
4,103‐14,ROOSEVELT AV,2,Small,Install,10/24/2007,1022470,212335
4,103‐16,ROOSEVELT AV,1,Small,Install,10/24/2007,1022470,212335
4,103‐26,ROOSEVELT AV,1,Small,Install,10/24/2007,1022470,212335
4,40‐15,NATIONAL ST,1,Small,Install,10/24/2007,1022285,212212
4,40‐19,NATIONAL ST,1,Small,Install,10/24/2007,1022285,212212
4,40‐07,NATIONAL ST,2,Small,Install,10/24/2007,1022305,212267
4,41‐01,NATIONAL ST,2,Small,Install,10/24/2007,1022224,212022
4,41‐05,NATIONAL ST,1,Small,Install,10/24/2007,1022224,212022
4,41‐15,104 ST,1,Large,Install,10/24/2007,1022889,212186
4,102‐21,QUEENS BL,1,Small,Install,10/24/2007,1025628,203783
1,342,E 5 ST,2,Small,Install,11/8/2007,987840,203695
1,331,E 5 ST,1,Small,Install,11/8/2007,987722,203922
1,321,E 5 ST,1,Large,Install,11/8/2007,987624,203977
1,494,BROADWAY,2,Small,Install,11/8/2007,984422,202286
1,135,W 3 ST,2,Large,Install,11/8/2007,984029,205602
1,65,W 8 ST,1,Small,Install,11/8/2007,984463,206543
1,434,AV OF THE AMERICAS,1,Small,Install,11/8/2007,984654,206884
1,442,AV OF THE AMERICAS,1,Small,Install,11/8/2007,984692,206980
1,78,W 11 ST,1,Small,Install,11/8/2007,984791,207113
1,77,W 11 ST,1,Small,Install,11/8/2007,984824,207201
1,79,W 12 ST,3,Small,Install,11/8/2007,984982,207454
1,329,AV OF THE AMERICAS,1,Large,Install,11/8/2007,983809,205739
1,100,W 12 ST,2,Small,Install,11/8/2007,984702,207426
1,465,AV OF THE AMERICAS,2,Small,Install,11/8/2007,984679,207275
1,497,AV OF THE AMERICAS,1,Small,Install,11/8/2007,984807,207570
1,509,AV OF THE AMERICAS,1,Small,Install,11/8/2007,984925,207790
1,118,PERRY ST,1,Small,Install,11/8/2007,982381,206990
1,729,GREENWICH ST,2,Small,Install,11/8/2007,982381,206990
1,129,PERRY ST,2,Small,Install,11/8/2007,982175,207106
1,131,PERRY ST,2,Small,Install,11/8/2007,982139,207097
1,117,PERRY ST,1,Small,Install,11/8/2007,982391,207118
1,55,BETHUNE ST,3,Small,Install,11/8/2007,981741,207616
1,57,BETHUNE ST,2,Small,Install,11/8/2007,981741,207616
1,130,JANE ST,1,Small,Install,11/8/2007,981794,208137
1,789,WASHINGTON ST,1,Small,Install,11/8/2007,982074,208340
1,92,HORATIO ST,1,Small,Install,11/8/2007,982074,208340
1,111,JANE ST,1,Small,Install,11/8/2007,981747,208269
1,125,ST MARK'S PL,1,Small,Install,11/14/2007,988911,204109
1,131,AV A,1,Small,Install,11/14/2007,988911,204109
1,119,ST MARK'S PL,1,Small,Install,11/14/2007,988821,204166
1,115,ST MARK'S PL,1,Small,Install,11/14/2007,988789,204184
