BOROUGH,HOUSE,STREET,STREETON,RACKS,RACKTYPE,WORKTYPE,WORKDATE,X,Y
4,37‐12,74 ST,74 ST 1,,Mini‐Hoop,Install,6/24/2013,1014166,211993
4,37‐30,74 ST,74 ST 1,,Mini‐Hoop,Install,6/24/2013,1014192,211824
4,37‐50,74 ST,74 ST 2,,Mini‐Hoop,Install,6/24/2013,1014222,211627
4,73‐17,BROADWAY,BROADWAY 1,,Mini‐Hoop,Install,6/24/2013,1014244,211469
4,37‐39,74 ST,74 ST 1,,Mini‐Hoop,Install,6/24/2013,1014355,211748
4,100‐01,NORTHERN BL,1,,Circular,Install,6/24/2013,1020769,215330
4,95‐17,34 AV,JUNCTION BL 2,,Circular,Install,6/24/2013,1019690,214497
4,39‐24,108 ST,1,,Circular,Install,6/24/2013,1023283,212826
4,63‐28,WOODHAVEN BL,WOODHAVEN BL 1,,Circular,Install,6/24/2013,1020545,202915
4,65‐37,AUSTIN ST,AUSTIN ST 1,,Circular,Install,6/24/2013,1023211,203773
4,61‐25,WOODHAVEN BL,ALDERTON ST 1,,Circular,Install,6/24/2013,1020141,204475
4,65‐07,WOODHAVEN BL,65 RD 1,,Circular,Install,6/24/2013,1021784,201588
4,65‐07,WOODHAVEN BL,WOODHAVEN BL 1,,Circular,Install,6/24/2013,1021784,201588
4,65‐35,WOODHAVEN BL,WOODHAVEN BL 2,,Circular,Install,6/24/2013,1021938,201379
4,66‐05,WOODHAVEN BL,WOODHAVEN BL 1,,Circular,Install,6/24/2013,1022219,200992
4,71‐70,YELLOWSTONE BL,YELLOWSTONE BL 1,,Circular,Install,6/24/2013,1024289,201999
4,71‐76,YELLOWSTONE BL,YELLOWSTONE BL 2,,Circular,Install,6/24/2013,1024247,201919
4,71‐52,YELLOWSTONE BL,YELLOWSTONE BL 1,,Circular,Install,6/24/2013,1024252,202164
4,71‐54,YELLOWSTONE BL,YELLOWSTONE BL 1,,Circular,Install,6/24/2013,1024252,202164
4,67‐25,AUSTIN ST,AUSTIN ST 1,,Circular,Install,6/24/2013,1024554,203078
4,67‐03,AUSTIN ST,AUSTIN ST 1,,Circular,Install,6/24/2013,1024359,203171
4,66‐75,SELFRIDGE ST,SELFRIDGE ST 1,,Circular,Install,6/24/2013,1023925,200602
4,66‐77,SELFRIDGE ST,SELFRIDGE ST 1,,Circular,Install,6/24/2013,1023925,200602
4,73‐01,YELLOWSTONE BL,INGRAM ST 1,,Circular,Install,6/24/2013,1023952,200701
4,73‐07,YELLOWSTONE BL,YELLOWSTONE BL 1,,Circular,Install,6/24/2013,1023952,200701
4,71‐71,YELLOWSTONE BL,YELLOWSTONE BL 1,,Circular,Install,6/24/2013,1024441,201896
4,71‐69,YELLOWSTONE BL,YELLOWSTONE BL 1,,Circular,Install,6/24/2013,1024448,201914
4,71‐67,YELLOWSTONE BL,YELLOWSTONE BL 1,,Circular,Install,6/24/2013,1024456,201933
4,71‐45,YELLOWSTONE BL,YELLOWSTONE BL 1,Circular,Install,6/24/2013,1024502,202043
4,71‐49,YELLOWSTONE BL,YELLOWSTONE BL 1,Circular,Install,6/24/2013,1024502,202043
4,96‐09,69 AV,HARROW ST 1,Circular,Install,6/24/2013,1025175,200585
4,107‐09,70 RD,70 RD 1,Circular,Install,6/24/2013,1026943,201950
4,107‐10,QUEENS BL,QUEENS BL 1,Circular,Install,6/24/2013,1026905,202206
4,107‐14,QUEENS BL,QUEENS BL 1,Circular,Install,6/24/2013,1026905,202206
4,37‐06,80 ST,80 ST 1,Mini‐Hoop,Install,6/25/2013,1015674,212268
4,37‐65,80 ST,80 ST 1,Mini‐Hoop,Install,6/25/2013,1015923,211692
4,40‐06,83 ST,83 ST 1,Mini‐Hoop,Install,6/25/2013,1016559,211615
4,40‐10,83 ST,83 ST 1,Mini‐Hoop,Install,6/25/2013,1016559,211615
4,86‐26,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/25/2013,1017752,211790
4,86‐30,ROOSEVELT AV,BRITTON AV 1,Mini‐Hoop,Install,6/25/2013,1017752,211790
4,86‐30,ROOSEVELT AV,ROOSEVELT AV 2,Mini‐Hoop,Install,6/25/2013,1017752,211790
4,87‐31,BRITTON AV,BRITTON AV 1,Mini‐Hoop,Install,6/25/2013,1017752,211790
4,84‐18,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/25/2013,1017018,211715
4,84‐20,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/25/2013,1017058,211705
4,84‐24,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/25/2013,1017079,211700
4,84‐30,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/25/2013,1017142,211720
4,83‐22,BAXTER AV,BAXTER AV 1,Mini‐Hoop,Install,6/25/2013,1016848,211607
4,82‐18,BAXTER AV,83 ST 1,Mini‐Hoop,Install,6/25/2013,1016700,211345
4,37‐49,74 ST,74 ST 1,Mini‐Hoop,Install,6/26/2013,1014373,211629
4,37‐51,74 ST,74 ST 1,Mini‐Hoop,Install,6/26/2013,1014373,211629
4,37‐39,74 ST,74 ST 1,Mini‐Hoop,Install,6/26/2013,1014355,211748
4,37‐41,74 ST,74 ST 1,Mini‐Hoop,Install,6/26/2013,1014355,211748
4,37‐23,74 ST,74 ST 1,Mini‐Hoop,Install,6/26/2013,1014332,211906
4,37‐68,79 ST,79 ST 1,Mini‐Hoop,Install,6/26/2013,1015586,211655
4,78‐15,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/26/2013,1015546,211649
4,78‐11,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/26/2013,1015508,211644
4,78‐01,ROOSEVELT AV,ROOSEVELT AV 3,Mini‐Hoop,Install,6/26/2013,1015448,211636
4,79‐09,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/26/2013,1015746,211677
4,79‐03,ROOSEVELT AV,ROOSEVELT AV 1,Mini‐Hoop,Install,6/26/2013,1015688,211669
4,37‐67,79 ST,79 ST 1,Mini‐Hoop,Install,6/26/2013,1015666,211666
4,37‐71,79 ST,79 ST 1,Mini‐Hoop,Install,6/26/2013,1015666,211666
2,250,GRAND CONC,GRAND CONC 1,Circular,Install,6/27/2013,1003810,235601
2,475,GRAND CONC,E 149 ST 2,Circular,Install,6/27/2013,1004166,237347
2,1040,GRAND CONC,,3,Circular,Install,6/27/2013,1006458,242054
2,862,RIVER AV,RIVER AV,3,Circular,Install,6/27/2013,1004763,240718
2,17,E 167 ST,RIVER AV,1,Circular,Install,6/27/2013,1006011,243861
2,41,E 167 ST,RIVER AV,1,Circular,Install,6/27/2013,1006146,243802
2,20,E 167 ST,E 167 ST,1,Circular,Install,6/27/2013,1005912,243721
2,28,E 167 ST,RIVER AV,1,Circular,Install,6/27/2013,1005912,243721
2,178,MT EDEN PY,SELWYN AV,1,Circular,Install,6/27/2013,1008975,246267
2,184,MT EDEN PY,SELWYN AV,2,Circular,Install,6/27/2013,1009097,246274
2,3630,3 AV,3 AV,3,Circular,Install,6/27/2013,1010828,242956
2,2430,MARION AV,MARION AV,1,Circular,Install,6/27/2013,1013461,252447
2,555,E TREMONT AV,E TREMONT AV,1,Circular,Install,6/27/2013,1013342,247885
2,563,E TREMONT AV,E TREMONT AV,1,Circular,Install,6/27/2013,1013423,247769
2,13,E KINGSBRIDGE RD,JEROME AV,2,Circular,Install,6/27/2013,1012821,255424
2,2734,JEROME AV,JEROME AV,4,Circular,Install,6/27/2013,1013046,255862
2,2890,JEROME AV,JEROME AV,1,Circular,Install,6/27/2013,1014461,256761
2,2898,JEROME AV,JEROME AV,1,Circular,Install,6/27/2013,1014461,256761
2,2,E 199 ST,E 199 ST,2,Circular,Install,6/27/2013,1014789,256954
2,2934,JEROME AV,JEROME AV,1,Circular,Install,6/27/2013,1014789,256954
2,3455,JEROME AV,JEROME AV,1,Circular,Install,6/27/2013,1016654,260546
2,2161,WHITE PLAINS RD,,1,Circular,Install,6/27/2013,1020760,250947
2,229,W 231 ST,W 231 ST,1,Small,Install,6/27/2013,1010442,259727
2,201,W 242 ST,W 242 ST,1,Small,Install,6/27/2013,1012249,263444
4,72‐30,37 AV,73 ST,2,Mini‐Hoop,Install,6/27/2013,1013930,212053
4,37‐16,73 ST,73 ST,1,Mini‐Hoop,Install,6/27/2013,1013899,211924
4,72‐35,BROADWAY,73 ST,1,Mini‐Hoop,Install,6/27/2013,1013913,211637
4,37‐03,73 ST,73 ST,1,Mini‐Hoop,Install,6/27/2013,1014058,212055
4,37‐07,73 ST,73 ST,1,Mini‐Hoop,Install,6/27/2013,1014058,212055
4,37‐15,73 ST,73 ST,1,Mini‐Hoop,Install,6/27/2013,1014074,211950
4,76‐13,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/27/2013,1015010,211565
4,76‐17,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/27/2013,1015010,211565
4,37‐63,76 ST,76 ST,1,Mini‐Hoop,Install,6/27/2013,1014911,211551
4,76‐03,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/27/2013,1014911,211551
4,77‐01,ROOSEVELT AV,77 ST,1,Mini‐Hoop,Install,6/27/2013,1015126,211589
4,37‐68,79 ST,79 ST,2,Mini‐Hoop,Install,6/27/2013,1015586,211655
4,37‐70,79 ST,79 ST,1,Mini‐Hoop,Install,6/27/2013,1015586,211655
4,37‐61,78 ST,78 ST,1,Mini‐Hoop,Install,6/27/2013,1015448,211636
4,70‐02,ROOSEVELT AV,,1,Mini‐Hoop,Install,6/27/2013,1013272,211165
4,70‐04,ROOSEVELT AV,,1,Mini‐Hoop,Install,6/27/2013,1013294,211168
4,71‐14,ROOSEVELT AV,,1,Mini‐Hoop,Install,6/27/2013,1013613,211006
4,71‐34,ROOSEVELT AV,72 ST,2,Mini‐Hoop,Install,6/27/2013,1013709,211227
4,72‐24,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/27/2013,1014019,211296
4,72‐28,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/27/2013,1014019,211296
4,40‐10,74 ST,74 ST,1,Mini‐Hoop,Install,6/27/2013,1014281,211221
4,40‐14,74 ST,74 ST,1,Mini‐Hoop,Install,6/27/2013,1014281,211221
4,40‐08,74 ST,74 ST,1,Mini‐Hoop,Install,6/27/2013,1014277,211249
4,74‐02,BROADWAY,BROADWAY,2,Mini‐Hoop,Install,6/27/2013,1014410,211235
4,73‐05,BROADWAY,73 ST,3,Mini‐Hoop,Install,6/27/2013,1031494,178613
1,19,BEEKMAN ST,,3,Circular,Install,6/28/2013,982499,198222
1,8,SPRUCE ST,,4,Circular,Install,6/28/2013,982669,198304
3,480,VAN BRUNT ST,,1,,Install,6/28/2013,979518,184904
3,525,DEAN ST,,1,,Install,6/28/2013,991801,187547
3,713,CLASSON AV,,1,,Install,6/28/2013,995524,185613
3,17,EASTERN PY,,2,Circular,Install,6/28/2013,993113,184616
4,37‐63,76 ST,37 RD,1,Mini‐Hoop,Install,6/28/2013,1014911,211551
4,76‐07,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1014911,211551
4,40‐30,75 ST,75 ST,1,Mini‐Hoop,Install,6/28/2013,1014551,211113
4,40‐01,75 ST,75 ST,2,Mini‐Hoop,Install,6/28/2013,1014684,211372
4,75‐02,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1014684,211372
4,75‐08,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1014684,211372
4,40‐06,76 ST,76 ST,1,Mini‐Hoop,Install,6/28/2013,1014823,211391
4,75‐14,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1014764,211383
4,76‐12,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1015031,211422
4,77‐14,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1015277,211433
4,78‐14,ROOSEVELT AV,ROOSEVELT AV,2,Mini‐Hoop,Install,6/28/2013,1015503,211439
4,79‐08,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1015751,211500
4,79‐16,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1015830,211511
4,79‐18,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1015849,211514
4,85‐06,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1017266,211749
4,86‐10,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1017520,211749
4,85‐16,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,6/28/2013,1017371,211759
5,206,BAY ST,,1,Circular,Install,6/28/2013,962924,171346
1,1208,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/1/2013,1001331,246251
4,40‐06,76 ST,76 ST,1,Mini‐Hoop,Install,7/1/2013,1014823,211391
4,75‐18,ROOSEVELT AV,ROOSEVELT AV,1,Mini‐Hoop,Install,7/1/2013,1014804,211389
4,87‐40,BRITTON AV,BRITTON AV,1,Mini‐Hoop,Install,7/1/2013,1017934,211783
4,87‐44,BRITTON AV,BRITTON AV,1,Mini‐Hoop,Install,7/1/2013,1017938,211815
4,87‐46,BRITTON AV,BRITTON AV,1,Mini‐Hoop,Install,7/1/2013,1017941,211840
1,1250,ST NICHOLAS AV,,1,Mini‐Hoop,Install,7/3/2013,1001573,246686
1,1272,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1001717,246945
1,1274,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1001717,246945
1,1332,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1002107,247653
1,1338,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1002107,247653
1,1348,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1002206,247832
1,1352,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1002225,247866
1,1356,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1002244,247899
1,1275,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1001544,247040
1,1263,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1001495,246951
1,1265,ST NICHOLAS AV,ST NICHOLAS AV,1,Mini‐Hoop,Install,7/3/2013,1001495,246951
1,1388,ST NICHOLAS AV,ST NICHOLAS AV,3,Mini‐Hoop,Install,7/3/2013,1002442,248255
3,209,WYTHE AV,,1,,Install,7/3/2013,994714,200576
3,85,N 3 ST,N 3 ST,1,,Install,7/3/2013,994714,200576
3,85,N 3 ST,WYTHE AV,1,,Install,7/3/2013,994714,200576
3,3002,FT HAMILTON PY,,7,Circular,Install,7/5/2013,990154,175321
4,40‐20,BROADWAY,,5,Circular,Install,7/5/2013,1006793,215620
4,70‐31,AUSTIN ST,70 RD,1,Circular,Install,7/5/2013,1026943,201950
4,108‐36,QUEENS BL,71 RD,1,Circular,Install,7/5/2013,1027831,201801
4,108‐50,QUEENS BL,QUEENS BL,1,Circular,Install,7/5/2013,1027924,201718
4,71‐37,AUSTIN ST,71 RD,1,Circular,Install,7/5/2013,1027686,201561
4,109‐01,72 RD,72 RD,1,Circular,Install,7/5/2013,1028121,201341
4,108‐14,72 AV,72 AV,1,Circular,Install,7/5/2013,1028029,201500
4,155‐06,ROOSEVELT AV,ROOSEVELT AV,2,Circular,Install,7/5/2013,1036925,217586
4,159‐01,59 AV,,1,Circular,Install,7/5/2013,1037242,209339
4,112‐10,BEACH CHNL DR,BEACH CHNL DR,1,Mini‐Hoop,Install,7/5/2013,1030030,151724
4,112‐20,BEACH CHNL DR,BEACH CHNL DR,2,Mini‐Hoop,Install,7/5/2013,1029858,151682
4,113‐10,BEACH CHNL DR,BEACH CHNL DR,1,Mini‐Hoop,Install,7/5/2013,1029720,151649
4,113‐20,BEACH CHNL DR,BEACH CHNL DR 1,,Mini‐Hoop,Install,7/5/2013,1029608,151622
4,114‐04,BEACH CHNL DR,BEACH CHNL DR 1,,Mini‐Hoop,Install,7/5/2013,1029504,151616
4,114‐10,BEACH CHNL DR,BEACH CHNL DR 2,,Mini‐Hoop,Install,7/5/2013,1029381,151568
4,114‐12,BEACH CHNL DR,BEACH CHNL DR 1,,Mini‐Hoop,Install,7/5/2013,1029381,151568
4,115‐06,BEACH CHNL DR,BEACH CHNL DR 1,,Mini‐Hoop,Install,7/5/2013,1029323,151497
4,115‐10,BEACH CHNL DR,BEACH CHNL DR 1,,Mini‐Hoop,Install,7/5/2013,1029297,151443
4,432,BCH 129 ST,BCH 129 ST 2,,Mini‐Hoop,Install,7/5/2013,1026107,150184
4,444,BCH 129 ST,BCH 129 ST 2,,Mini‐Hoop,Install,7/5/2013,1026066,150275
4,220‐09,HILLSIDE AV,BRADDOCK AV 2,,Circular,Install,7/8/2013,1055101,205687
4,225‐03,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1055720,206268
4,233‐14,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1057303,206509
4,233‐18,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1057333,206512
4,222‐19,BRADDOCK AV,WINCHESTER AV 1,,Circular,Install,7/8/2013,1057062,204997
4,235‐05,BRADDOCK AV,1,,Circular,Install,7/8/2013,1058427,204595
4,236‐11,BRADDOCK AV,1,,Circular,Install,7/8/2013,1058832,204453
4,236‐03,BRADDOCK AV,1,,Circular,Install,7/8/2013,1058763,204501
4,237‐15,BRADDOCK AV,1,,Circular,Install,7/8/2013,1059034,204356
4,239‐13,BRADDOCK AV,1,,Circular,Install,7/8/2013,1059496,204186
4,240‐25,BRADDOCK AV,1,,Circular,Install,7/8/2013,1059802,204132
4,248‐02,UNION TP,248 ST 1,,Circular,Install,7/8/2013,1061450,209793
4,249‐02,HILLSIDE AV,249 ST 1,,Circular,Install,7/8/2013,1062458,207187
4,252‐04,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1063129,207380
4,253‐06,HILLSIDE AV,253 ST 1,,Circular,Install,7/8/2013,1063405,207459
4,247‐75,JAMAICA AV,COMMONWEALTH1,,Circular,Install,7/8/2013,1062215,203981
4,271‐02,UNION TP,271 ST 1,,Circular,Install,7/8/2013,1066697,213250
4,264‐16,UNION TP,265 ST 1,,Circular,Install,7/8/2013,1065167,212256
4,257‐19,HILLSIDE AV,258 ST 1,,Circular,Install,7/8/2013,1064500,208011
4,258‐15,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1064742,208049
4,259‐07,HILLSIDE AV,259 ST 1,,Circular,Install,7/8/2013,1064871,208086
4,260‐21,HILLSIDE AV,261 ST 1,,Circular,Install,7/8/2013,1065266,208197
4,260‐01,HILLSIDE AV,260 ST 1,,Circular,Install,7/8/2013,1065092,208147
4,261‐01,HILLSIDE AV,261 ST 1,,Circular,Install,7/8/2013,1065353,208222
4,265‐03,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1066371,208514
4,254‐10,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1063782,207566
4,259‐20,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1065060,207932
4,263‐10,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1066022,208207
4,215‐22,91 AV,91 AV 1,,Circular,Install,7/8/2013,1054968,202691
4,89‐97,217 ST,217 ST 1,,Circular,Install,7/8/2013,1055085,203616
4,214‐44,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1053560,204075
4,217‐10,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1054365,204626
4,218‐20,HILLSIDE AV,218 PL 1,,Circular,Install,7/8/2013,1054656,204819
4,218‐46,HILLSIDE AV,219 ST 1,,Circular,Install,7/8/2013,1054848,204995
4,219‐44,HILLSIDE AV,HILLSIDE AV 1,,Circular,Install,7/8/2013,1055309,205286
4,222‐64,BRADDOCK AV,1,,Circular,Install,7/8/2013,1057444,204694
4,222‐70,BRADDOCK AV,222 ST 1,,Circular,Install,7/8/2013,1057514,204678
4,224‐28,BRADDOCK AV,1,,Circular,Install,7/8/2013,1058355,204439
4,224‐34,BRADDOCK AV,1,,Circular,Install,7/8/2013,1058355,204439
4,412,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1026186,150003
4,414,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1026186,150003
4,418,BCH 129 ST,BCH 129 ST 2,,Mini‐Hoop,Install,7/8/2013,1026170,150041
4,424,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1026145,150098
4,457,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1025864,150338
4,437,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1025940,150165
4,431,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1025965,150110
4,421,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1026001,150028
4,417,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1026021,149982
4,413,BCH 129 ST,BCH 129 ST 1,,Mini‐Hoop,Install,7/8/2013,1026041,149936
1,1206,ST NICHOLAS AV,ST NICHOLAS AV 1,,Mini‐Hoop,Install,7/9/2013,1001299,246166
1,1212,ST NICHOLAS AV,ST NICHOLAS AV 1,,Mini‐Hoop,Install,7/9/2013,1001331,246251
1,1257,ST NICHOLAS AV,ST NICHOLAS AV 1,,Mini‐Hoop,Install,7/9/2013,1001401,246783
4,89‐58,FRANCIS LEWIS BL,90 AV 1,,Circular,Install,7/9/2013,1051413,201031
4,206‐13,JAMAICA AV,JAMAICA AV 1,,Circular,Install,7/9/2013,1052555,199589
4,206‐03,JAMAICA AV,JAMAICA AV 1,,Circular,Install,7/9/2013,1052459,199558
4,208‐11,JAMAICA AV,JAMAICA AV 1,,Circular,Install,7/9/2013,1053029,199770
4,208‐03,JAMAICA AV,JAMAICA AV 1,,Circular,Install,7/9/2013,1052950,199743
4,209‐01,JAMAICA AV,1,,Circular,Install,7/9/2013,1053211,199862
4,209‐11,JAMAICA AV,1,,Circular,Install,7/9/2013,1053211,199862
4,90‐56,210 ST,91 AV 1,,Circular,Install,7/9/2013,1052698,200942
4,87‐87,FRANCIS LEWIS BL,FRANCIS LEWIS BL 2,,Circular,Install,7/9/2013,1050931,202221
4,214‐21,JAMAICA AV,214 ST 1,,Circular,Install,7/9/2013,1055439,200531
4,214‐57,JAMAICA AV VANDERVEER ST,1,,Circular,Install,7/9/2013,1055778,200628
4,215‐47,JAMAICA AV 216 ST,1,,Circular,Install,7/9/2013,1056553,200875
4,94‐02,217 ST 217 ST,1,,Circular,Install,7/9/2013,1056397,201631
4,215‐14,91 AV 91 AV,1,,Circular,Install,7/9/2013,1054968,202691
4,217‐93,HEMPSTEAD AV,1,,Circular,Install,7/9/2013,1056802,199622
4,218‐51,HEMPSTEAD AV,1,,Circular,Install,7/9/2013,1057404,199424
4,223‐01,HEMPSTEAD AV,1,,Circular,Install,7/9/2013,1058850,198913
4,210‐19,HOLLIS AV,1,,Circular,Install,7/9/2013,1054354,197760
4,109‐85,FRANCIS LEWIS BL,1,,Circular,Install,7/9/2013,1053436,196757
4,109‐69,FRANCIS LEWIS BL,1,,Circular,Install,7/9/2013,1053377,196931
4,206‐16,HOLLIS AV,2,,Circular,Install,7/9/2013,1053447,197032
4,207‐12,HOLLIS AV,1,,Circular,Install,7/9/2013,1053648,197096
4,207‐22,HOLLIS AV 208 ST,1,,Circular,Install,7/9/2013,1053648,197096
4,217‐86,HEMPSTEAD AV,1,,Circular,Install,7/9/2013,1056727,199464
4,218‐14,HEMPSTEAD AV,1,,Circular,Install,7/9/2013,1056954,199379
4,218‐26,HEMPSTEAD AV,1,,Circular,Install,7/9/2013,1057094,199325
4,218‐36,HEMPSTEAD AV,1,,Circular,Install,7/9/2013,1057191,199289
4,113‐02,SPRINGFIELD BL SPRINGFIELD BL,1,,Circular,Install,7/9/2013,1056122,195776
4,112‐10,SPRINGFIELD BL SPRINGFIELD BL,1,,Circular,Install,7/9/2013,1056256,196264
4,112‐02,SPRINGFIELD BL,1,,Circular,Install,7/9/2013,1056278,196335
4,111‐28,SPRINGFIELD BL 111 RD,1,,Circular,Install,7/9/2013,1056353,196584
4,111‐40,SPRINGFIELD BL,1,,Circular,Install,7/9/2013,1056322,196474
4,113‐09,SPRINGFIELD BL SPRINGFIELD BL,1,,Circular,Install,7/9/2013,1056347,195819
4,113‐35,SPRINGFIELD BL SPRINGFIELD BL,1,,Circular,Install,7/9/2013,1056264,195561
4,113‐69,SPRINGFIELD BL 114 AV,1,,Circular,Install,7/9/2013,1056167,195165
4,231‐07,LINDEN BL LINDEN BL,1,,Circular,Install,7/9/2013,1059044,191520
4,229‐22,LINDEN BL LINDEN BL,1,,Circular,Install,7/9/2013,1058621,191601
4,234‐04,LINDEN BL 234 ST,1,,Circular,Install,7/9/2013,1059666,191014
4,115‐10,ROCKAWAY BEACH BL ROCKAWAY BEACH1,,,Mini‐Hoop,Install,7/9/2013,1029587,150697
4,115‐04,ROCKAWAY BEACH BL ROCKAWAY BEACH1,,,Mini‐Hoop,Install,7/9/2013,1029645,150718
4,112‐34,ROCKAWAY BEACH BL ROCKAWAY BEACH1,,,Mini‐Hoop,Install,7/9/2013,1030172,150913
1,1341,ST NICHOLAS AV ST NICHOLAS AV,2,,Mini‐Hoop,Install,7/10/2013,1002010,247884
1,315,AUDUBON AV AUDUBORN AV,1,,Mini‐Hoop,Install,7/10/2013,1002970,248397
1,558,W 181 ST W 181 ST,1,,Mini‐Hoop,Install,7/10/2013,1002708,248532
1,546,W 181 ST W 181 ST,1,,Mini‐Hoop,Install,7/10/2013,1002843,248457
1,308,AUDUBON AV,AUDUBORN AV 1,,Mini‐Hoop,Install,7/10/2013,1002788,248359
1,547,W 181 ST,W 181 ST 1,,Mini‐Hoop,Install,7/10/2013,1002946,248615
1,561,W 181 ST,W 181 ST 1,,Mini‐Hoop,Install,7/10/2013,1002889,248647
1,571,W 181 ST,W 181 ST 1,,Mini‐Hoop,Install,7/10/2013,1002845,248671
1,327,AUDUBON AV,AUDUBORN AV 1,,Mini‐Hoop,Install,7/10/2013,1003089,248535
1,1306,ST NICHOLAS AV,ST NICHOLAS AV 2,,Mini‐Hoop,Install,7/11/2013,1001939,247354
1,1327,ST NICHOLAS AV,ST NICHOLAS AV 1,,Mini‐Hoop,Install,7/11/2013,1001880,247663
1,1315,ST NICHOLAS AV,ST NICHOLAS AV 1,,Mini‐Hoop,Install,7/11/2013,1001821,247539
1,301,AUDUBON AV,AUDUBORN AV 1,,Mini‐Hoop,Install,7/11/2013,1002954,248270
1,315,AUDUBON AV,AUDUBORN AV 1,,Mini‐Hoop,Install,7/11/2013,1002970,248397
1,319,AUDUBON AV,AUDUBORN AV 1,,Mini‐Hoop,Install,7/11/2013,1002970,248397
